Interaction,Gene1 Name,Gene1 Interface Length,Gene1 Length,Gene1 Interface Mutation Count,Gene1 Mutation Count,Gene2 Name,Gene2 Interface Length,Gene2 Length,Gene2 Interface Mutation Count,Gene2 Mutation Count,P Value
RPS6KA3	RPS6KA3,RPS6KA3,27,307,2,19,RPS6KA3,27,307,2,19,0.432326
LCK	SYK,LCK,19,272,0,14,SYK,16,245,5,42,0.328896
RPS6KB1	RPS6KB1,RPS6KB1,22,288,1,25,RPS6KB1,22,288,1,25,0.903389
HSP90B1	MAPK6,HSP90B1,30,680,1,13,MAPK6,20,213,0,3,0.602243
HLA-DRA	HLA-DRB1,HLA-DRA,66,180,11,41,HLA-DRB1,53,191,6,18,0.747459
EXOSC10	C1D,EXOSC10,47,91,2,38,C1D,45,79,2,6,1.000000
CFTR	GOPC,CFTR,7,8,0,1,GOPC,21,86,1,22,0.999707
NFKBIA	RELA,NFKBIA,45,213,3,23,RELA,30,301,0,23,0.972402
HIST1H2BJ	HIST2H4B,HIST1H2BJ,12,94,3,18,HIST2H4B,8,83,0,0,0.332746
ARNTL	HIF1A,ARNTL,100,361,1,1,HIF1A,109,330,0,5,0.884810
ERBB2	CRKL,ERBB2,6,253,0,14,CRKL,9,75,1,20,0.796391
HCK	KIT,HCK,16,261,1,26,KIT,16,381,0,3,0.772988
EIF4E	EIF4G1,EIF4E,19,188,1,9,EIF4G1,10,12,0,13,0.968139
RB1	E2F1,RB1,17,44,0,2,E2F1,16,101,2,35,0.999157
RB1	E2F2,RB1,31,345,0,2,E2F2,17,18,1,17,0.932442
PIK3R2	TEC,PIK3R2,7,75,0,11,TEC,6,247,1,51,0.922311
TP53	HMGB1,TP53,13,47,13,310,HMGB1,23,83,1,6,1.000000
GNB1	GNGT1,GNB1,74,340,2,4,GNGT1,50,68,5,9,0.066506
GYG2	GYG2,GYG2,29,242,1,6,GYG2,29,242,1,6,0.430683
RARA	NCOA3,RARA,13,175,1,31,NCOA3,10,15,0,1,0.983901
MOB1B	LATS2,MOB1B,38,191,1,11,LATS2,30,71,0,9,0.997545
RHOA	MYO9B,RHOA,21,178,7,54,MYO9B,34,192,0,4,0.778143
RPA3	RPA4,RPA3,34,119,2,9,RPA4,32,130,0,5,0.918863
IRF3	CREBBP,IRF3,22,191,2,28,CREBBP,20,47,0,6,0.988743
CDK7	CCNH,CDK7,7,284,1,22,CCNH,10,85,0,5,0.720141
BMP2	NODAL,BMP2,40,105,1,38,NODAL,40,105,1,16,1.000000
SETD7	SETD7,SETD7,15,241,2,25,SETD7,15,241,2,25,0.378595
TMEM173	TMEM173,TMEM173,20,175,1,6,TMEM173,20,175,1,6,0.405996
PSMD7	PSMD4,PSMD7,16,282,1,5,PSMD4,16,195,0,7,0.565390
RXRA	RXRA,RXRA,28,211,15,43,RXRA,28,211,15,43,0.000000
ACACB	ACACB,ACACB,157,720,2,25,ACACB,157,720,2,25,0.997560
MAPT	SFN,MAPT,6,6,0,43,SFN,19,228,2,12,0.984837
CXCL8	CXCR1,CXCL8,18,71,1,10,CXCR1,14,17,0,30,1.000000
MAPK1	PEA15,MAPK1,17,344,2,34,PEA15,14,90,1,8,0.585129
SNRPN	LSM4,SNRPN,21,86,2,10,LSM4,19,72,2,12,0.845610
FZR1	ANAPC10,FZR1,3,387,1,45,ANAPC10,4,182,0,11,0.500027
PCCB	PCCB,PCCB,21,503,3,32,PCCB,21,503,3,32,0.050622
UBE2D2	RNF31,UBE2D2,12,148,2,4,RNF31,18,333,1,14,0.098216
SMAD1	SMURF2,SMAD1,12,13,1,25,SMURF2,15,35,0,6,1.000000
SMAD1	SMURF1,SMAD1,13,13,1,25,SMURF1,14,35,0,7,1.000000
ATF1	ATF1,ATF1,19,55,3,25,ATF1,19,55,3,25,0.999932
ABL2	ABI1,ABL2,34,47,0,5,ABI1,31,45,1,35,1.000000
FGF1	FGFR4,FGF1,44,145,4,15,FGFR4,39,211,1,16,0.880349
COL1A1	COL9A2,COL1A1,49,72,0,3,COL9A2,50,71,3,26,1.000000
FGF1	FGFR2,FGF1,46,145,5,15,FGFR2,39,211,0,2,0.383176
FGF1	FGFR3,FGF1,39,151,4,15,FGFR3,37,213,0,24,0.975074
UBE2D2	RNF25,UBE2D2,41,146,0,4,RNF25,31,110,1,23,0.999866
NR1H2	MED1,NR1H2,13,239,1,12,MED1,9,11,0,23,0.960206
FGF1	FGFR1,FGF1,32,131,4,15,FGFR1,30,192,2,24,0.785910
CRK	ASAP1,CRK,31,44,2,15,ASAP1,27,46,0,12,1.000000
ERBB2	JAK1,ERBB2,11,259,2,14,JAK1,11,271,0,16,0.355513
CBX5	DNMT3A,CBX5,21,53,5,19,DNMT3A,10,11,0,10,0.999900
GTF2H3	GTF2H4,GTF2H3,24,193,4,21,GTF2H4,14,274,0,10,0.242645
FGFR1	ERBB3,FGFR1,8,281,4,24,ERBB3,11,248,0,114,0.733923
UBC	CDC34,UBC,15,76,0,2,CDC34,19,168,5,13,0.047014
EFNB2	EPHB4,EFNB2,21,133,2,22,EPHB4,37,188,0,32,0.999726
RING1	UBE2E3,RING1,17,106,2,19,UBE2E3,14,146,1,15,0.806259
RAC2	WAS,RAC2,32,179,0,15,WAS,33,59,2,36,0.999998
GNAO1	RGS1,GNAO1,21,317,2,19,RGS1,23,132,6,35,0.155066
PFN1	ACTB,PFN1,31,139,3,6,ACTB,25,370,0,7,0.165125
RING1	UBE2E2,RING1,15,106,2,19,UBE2E2,15,146,0,9,0.862457
KIT	SRC,KIT,13,367,0,3,SRC,29,258,5,31,0.075016
EFNB2	EPHA4,EFNB2,25,136,2,22,EPHA4,40,178,0,4,0.981276
KRAS	RAF1,KRAS,13,165,3,475,RAF1,12,76,0,26,1.000000
PIK3R2	PIK3CB,PIK3R2,83,272,2,11,PIK3CB,87,1031,1,6,0.385924
REN	AGT,REN,64,330,0,3,AGT,43,423,5,31,0.541036
GRK2	GIT1,GRK2,12,261,0,0,GIT1,11,69,1,7,0.396925
CMA1	CMA1,CMA1,13,226,2,26,CMA1,13,226,2,26,0.350660
PFN2	ACTG1,PFN2,29,139,7,12,ACTG1,27,370,3,26,0.006718
ANAPC11	ANAPC11,ANAPC11,20,65,1,4,ANAPC11,20,65,1,4,0.759600
IGLL1	IGLL1,IGLL1,28,112,1,20,IGLL1,28,112,1,20,0.999856
ELOC	SPSB4,ELOC,20,96,0,0,SPSB4,15,214,3,17,0.299824
PICK1	PICK1,PICK1,31,91,1,30,PICK1,31,91,1,30,1.000000
HEXB	HEXB,HEXB,14,480,2,17,HEXB,14,480,2,17,0.016709
REV1	POLH,REV1,16,95,2,9,POLH,10,16,0,4,0.845058
SRC	CSNK2A1,SRC,19,243,2,31,CSNK2A1,17,137,0,8,0.895238
FNTA	FNTB,FNTA,77,315,2,13,FNTB,94,410,0,4,0.935492
MAPK8	DUSP8,MAPK8,21,355,1,19,DUSP8,24,141,0,21,0.977726
NOS3	CALM2,NOS3,17,17,0,8,CALM2,34,148,2,10,0.988349
CDC42	DOCK9,CDC42,51,179,4,18,DOCK9,60,407,0,13,0.864572
CDC42	DOCK8,CDC42,48,178,4,18,DOCK8,58,273,0,6,0.849850
CALM2	MYO10,CALM2,58,146,3,10,MYO10,35,725,0,9,0.331260
UBC	ITCH,UBC,16,71,0,2,ITCH,22,370,2,36,0.850691
RAMP2	ADM,RAMP2,30,555,0,5,ADM,17,18,1,13,0.785731
TIMM8A	TIMM13,TIMM8A,30,56,4,10,TIMM13,23,53,0,6,0.985902
RAB24	RBSN,RAB24,18,163,2,17,RBSN,17,51,0,0,0.792339
GGA2	GGA2,GGA2,15,149,1,22,GGA2,15,149,1,22,0.944393
HIST1H3E	PBRM1,HIST1H3E,5,20,1,24,PBRM1,14,121,0,3,0.979918
GP1BA	FLNC,GP1BA,9,9,1,41,FLNC,17,181,0,5,0.998851
EXOSC8	EXOSC5,EXOSC8,28,270,0,18,EXOSC5,27,205,2,21,0.949707
PSME1	PSME2,PSME1,29,139,1,10,PSME2,25,136,4,23,0.804153
NDEL1	NDE1,NDEL1,56,160,1,7,NDE1,55,159,0,5,0.994094
SNAP29	VAMP2,SNAP29,24,65,3,7,VAMP2,29,63,0,3,0.854332
SNAP29	VAMP8,SNAP29,7,78,0,7,VAMP8,7,64,1,3,0.645826
SH2B2	ERBB2,SH2B2,8,85,1,21,ERBB2,7,252,0,14,0.796807
KIT	SYK,KIT,41,367,0,3,SYK,51,248,4,42,0.920457
YWHAB	YAP1,YWHAB,24,230,1,13,YAP1,10,10,0,3,0.913205
TNFSF9	TNFSF9,TNFSF9,17,156,2,8,TNFSF9,17,156,2,8,0.088226
SUMO3	SENP2,SUMO3,25,81,6,15,SENP2,30,230,0,4,0.103813
SUMO3	SENP1,SUMO3,22,79,4,15,SENP1,35,226,0,6,0.570861
MLLT3	HIST1H3E,MLLT3,21,140,0,14,HIST1H3E,8,8,2,24,0.997418
UBE2D4	RNF115,UBE2D4,16,137,0,6,RNF115,13,42,1,6,0.880089
ARNT	AHR,ARNT,17,52,1,44,AHR,19,42,0,23,1.000000
CXADR	CXADR,CXADR,19,120,1,26,CXADR,19,120,1,26,0.998620
CDK11B	CCND3,CDK11B,29,280,0,5,CCND3,28,240,1,4,0.648279
UBE2D3	AMFR,UBE2D3,14,137,1,19,AMFR,13,39,0,21,0.998721
TNFRSF10B	TNFSF10,TNFRSF10B,15,117,0,6,TNFSF10,18,163,1,30,0.989050
MRPL3	MRPL32,MRPL3,3,300,0,23,MRPL32,2,98,1,18,0.404491
CDK1	EIF2AK2,CDK1,72,279,1,15,EIF2AK2,64,264,0,5,0.996867
RAB14	OCRL,RAB14,22,163,1,15,OCRL,19,139,0,2,0.916291
MET	FGR,MET,26,259,0,9,FGR,21,263,1,18,0.921725
UBE2E1	RNF43,UBE2E1,11,137,1,13,RNF43,12,41,0,9,0.952351
SUMO1	UBE2I,SUMO1,9,79,2,8,UBE2I,11,157,0,11,0.487037
MRPL3	MRPL39,MRPL3,19,300,2,23,MRPL39,11,266,1,22,0.429135
MAPK1	MAPKAPK5,MAPK1,89,339,11,34,MAPKAPK5,102,354,5,26,0.609941
PIP4K2A	PIP4K2A,PIP4K2A,35,322,4,40,PIP4K2A,35,322,4,40,0.651553
CDK11B	PAK1,CDK11B,15,286,0,5,PAK1,18,55,1,33,0.979094
ARF6	GBF1,ARF6,29,168,1,11,GBF1,37,193,0,14,0.993575
JUN	JUN,JUN,21,57,3,22,JUN,21,57,3,22,0.999848
ARPC1B	ARPC2,ARPC1B,10,370,1,21,ARPC2,10,282,0,31,0.802115
ARPC1B	ARPC5,ARPC1B,20,370,2,21,ARPC5,21,143,2,7,0.181540
ARPC1B	ARPC4,ARPC1B,36,370,1,21,ARPC4,29,166,1,8,0.882244
SELL	CALM2,SELL,14,15,0,19,CALM2,35,146,2,10,0.999632
MLLT3	MLLT3,MLLT3,21,138,1,14,MLLT3,21,138,1,14,0.940763
YAP1	YWHAG,YAP1,10,10,0,3,YWHAG,25,233,3,16,0.529240
VASP	ACTG1,VASP,13,37,0,19,ACTG1,18,369,4,26,0.453225
DFFA	DFFA,DFFA,9,76,1,23,DFFA,9,76,1,23,0.978219
MRPL3	MRPL19,MRPL3,31,300,1,23,MRPL19,27,204,2,16,0.841927
DFFA	DFFB,DFFA,12,89,2,23,DFFB,16,81,0,19,0.995160
VAV2	GAB1,VAV2,15,104,0,24,GAB1,12,109,1,33,0.999559
YAP1	YWHAZ,YAP1,10,10,0,3,YWHAZ,24,229,2,18,0.821336
PPP2R1A	PPP2R2A,PPP2R1A,45,582,8,41,PPP2R2A,44,421,1,4,0.015967
MAPK9	MAP3K1,MAPK9,31,296,6,30,MAP3K1,31,264,0,2,0.136205
CBX4	HIST1H3E,CBX4,17,60,0,13,HIST1H3E,7,7,1,24,1.000000
CXCL8	CXCL8,CXCL8,24,68,3,10,CXCL8,24,68,3,10,0.763145
MRPL3	MRPL17,MRPL3,17,300,3,23,MRPL17,15,152,2,7,0.057509
UBE2E1	RNF25,UBE2E1,35,143,3,13,RNF25,31,127,0,23,0.996742
IL6	IL6ST,IL6,19,163,5,21,IL6ST,24,298,1,25,0.255735
ZAP70	CBLB,ZAP70,8,9,0,3,CBLB,20,390,2,44,0.851205
RAP1GAP	RAP1GAP,RAP1GAP,32,304,1,30,RAP1GAP,32,304,1,30,0.989814
GRIN1	GRIN2A,GRIN1,28,283,1,34,GRIN2A,34,274,0,2,0.985711
SFN	PADI6,SFN,19,221,3,12,PADI6,6,6,0,0,0.138040
CYP11B2	CYP11B2,CYP11B2,19,470,1,14,CYP11B2,19,470,1,14,0.313595
CSF3	CSF3R,CSF3,14,168,2,12,CSF3R,17,299,0,1,0.212083
PPP2R1A	PPP2R3B,PPP2R1A,38,582,7,41,PPP2R3B,40,356,0,16,0.193092
ESR1	ESR2,ESR1,32,247,1,4,ESR2,32,239,0,33,0.994617
ESR1	ESR1,ESR1,33,231,1,4,ESR1,33,231,1,4,0.320167
ATG13	ATG101,ATG13,37,185,5,37,ATG101,40,198,2,10,0.860313
PJA2	UBE2D3,PJA2,12,42,0,5,UBE2D3,12,137,1,19,0.968414
PJA2	UBE2D1,PJA2,12,42,0,5,UBE2D1,11,137,1,11,0.889250
IL1R1	IL1RN,IL1R1,47,311,2,39,IL1RN,44,145,1,15,0.999377
TNNI3	TNNT2,TNNI3,46,126,0,2,TNNT2,48,74,1,21,1.000000
SH2B2	MET,SH2B2,14,85,1,21,MET,8,252,0,9,0.868047
EIF4G3	EIF4A2,EIF4G3,33,254,0,15,EIF4A2,32,383,3,19,0.688258
EIF4G3	EIF4A1,EIF4G3,34,254,0,15,EIF4A1,30,383,2,21,0.888998
RAMP1	CALCRL,RAMP1,23,91,3,8,CALCRL,21,95,0,0,0.288306
CFLAR	CASP8,CFLAR,35,212,0,4,CASP8,44,229,7,50,0.872977
PXN	GIT1,PXN,11,55,0,6,GIT1,9,70,1,7,0.896335
PPP2R1A	PPP4C,PPP2R1A,33,583,0,41,PPP4C,34,302,4,26,0.756059
PPP1R15A	PPP1CA,PPP1R15A,13,16,0,31,PPP1CA,24,296,1,19,0.998185
CFLAR	CASP3,CFLAR,34,118,0,4,CASP3,41,102,4,17,0.960243
RABGEF1	RAB21,RABGEF1,31,253,0,12,RAB21,29,157,2,17,0.939282
PPP2R1A	PPP2R5C,PPP2R1A,23,582,10,41,PPP2R5C,18,388,0,41,0.002410
TGFBR2	MAP2K1,TGFBR2,11,291,0,44,MAP2K1,9,294,3,46,0.597913
PPIH	PPIH,PPIH,14,169,1,8,PPIH,14,169,1,8,0.387047
PPP2R1A	PPP2R5D,PPP2R1A,46,583,13,41,PPP2R5D,36,403,4,36,0.000165
PPP2R1A	PPP2R5E,PPP2R1A,44,583,11,41,PPP2R5E,33,399,1,5,0.000167
POLR2C	POLR2J,POLR2C,46,275,2,19,POLR2J,49,117,8,9,0.117852
POLR2C	POLR2K,POLR2C,19,275,1,19,POLR2K,8,46,2,5,0.328437
POLR2C	POLR2L,POLR2C,33,275,3,19,POLR2L,25,67,0,2,0.716382
PPP2R1A	PPP2R5A,PPP2R1A,44,583,11,41,PPP2R5A,33,396,1,8,0.000327
HIST1H2AB	HIST2H4B,HIST1H2AB,12,108,1,15,HIST2H4B,10,83,0,0,0.840486
RIPK2	RIPK2,RIPK2,43,285,2,29,RIPK2,43,285,2,29,0.982040
CSF2RA	CSF2RB,CSF2RA,16,191,3,78,CSF2RB,16,412,0,33,0.937927
RAB7A	RAB17,RAB7A,20,163,0,8,RAB17,17,161,1,12,0.911542
CCNB1	PLK1,CCNB1,29,125,1,9,PLK1,33,250,2,45,0.996081
YWHAQ	YWHAE,YWHAQ,21,228,1,14,YWHAE,21,230,0,3,0.805072
STK3	STK3,STK3,34,51,3,38,STK3,34,51,3,38,1.000000
HIST1H2AB	HIST1H2AB,HIST1H2AB,4,104,1,15,HIST1H2AB,4,104,1,15,0.321699
POLR2C	POLR2B,POLR2C,40,275,3,19,POLR2B,43,1165,0,0,0.093069
KRT14	KRT5,KRT14,49,90,1,24,KRT5,52,95,5,17,1.000000
HIST1H2AB	HIST1H2BJ,HIST1H2AB,59,108,8,15,HIST1H2BJ,57,94,8,18,0.887277
HIST1H2AB	HIST2H3C,HIST1H2AB,17,108,1,15,HIST2H3C,18,98,0,0,0.938774
LATS1	MOB1B,LATS1,30,71,1,3,MOB1B,39,191,1,11,0.916802
LATS1	MOB1A,LATS1,25,64,0,3,MOB1A,40,194,1,6,0.926644
DPYSL5	DPYSL5,DPYSL5,35,475,2,28,DPYSL5,35,475,2,28,0.598985
C1QA	C1QB,C1QA,27,134,2,28,C1QB,24,130,1,25,0.998938
C1QA	C1QC,C1QA,24,134,4,28,C1QC,30,129,2,32,0.990568
TNFSF15	TNFRSF6B,TNFSF15,11,143,0,23,TNFRSF6B,12,161,1,17,0.957016
HIST1H2AB	HIST1H2BB,HIST1H2AB,59,106,7,15,HIST1H2BB,56,92,10,19,0.870131
HIST1H2AB	HIST1H2BA,HIST1H2AB,59,107,7,15,HIST1H2BA,57,93,6,14,0.947027
UBE2E2	TRIM39,UBE2E2,13,143,0,9,TRIM39,9,70,2,14,0.702672
LMNA	LMNB1,LMNA,38,74,2,38,LMNB1,37,68,4,20,1.000000
UBE2T	FANCL,UBE2T,20,157,2,9,FANCL,21,75,0,13,0.920643
UBE2H	UBE2H,UBE2H,14,151,1,7,UBE2H,14,151,1,7,0.377507
KIT	TEC,KIT,12,367,0,3,TEC,30,271,1,51,0.974708
AKT1	MAPKAPK2,AKT1,25,303,1,37,MAPKAPK2,27,305,0,31,0.997711
VEGFA	VEGFA,VEGFA,33,93,2,16,VEGFA,33,93,2,16,0.999193
SGK1	PDPK1,SGK1,30,285,0,2,PDPK1,28,288,1,22,0.922792
VEGFA	VEGFB,VEGFA,39,98,0,16,VEGFB,35,99,2,14,0.999986
YWHAQ	YWHAQ,YWHAQ,24,229,1,14,YWHAQ,24,229,1,14,0.807265
CRK	ABI1,CRK,9,47,1,15,ABI1,9,45,0,35,0.999981
F11	APP,F11,31,237,1,30,APP,17,57,0,10,0.999199
GABARAP	CALR,GABARAP,19,119,1,5,CALR,7,7,1,7,0.742694
NGFR	ARHGDIA,NGFR,23,94,1,25,ARHGDIA,25,174,4,12,0.817255
PRKCZ	MAPK7,PRKCZ,38,251,1,21,MAPK7,32,293,1,24,0.984459
SNUPN	KPNB1,SNUPN,30,39,3,22,KPNB1,63,873,5,48,0.422858
PDPK1	AKT1,PDPK1,22,282,1,22,AKT1,24,286,1,37,0.957504
PPARA	NCOR2,PPARA,25,269,1,33,NCOR2,16,19,0,6,0.997495
ITGB3	ITGAV,ITGB3,84,695,0,0,ITGAV,90,938,1,13,0.768848
RAB7A	RAB5B,RAB7A,17,163,2,8,RAB5B,17,167,0,16,0.723637
SCARB2	SCARB2,SCARB2,15,390,2,19,SCARB2,15,390,2,19,0.057247
CDC23	CDC23,CDC23,57,524,3,26,CDC23,57,524,3,26,0.504072
PSMC3	PSMC3,PSMC3,43,344,2,32,PSMC3,43,344,2,32,0.966430
PSMC3	PSMC6,PSMC3,43,225,3,32,PSMC6,41,253,2,8,0.855244
PSMC3	PSMC5,PSMC3,41,225,3,32,PSMC5,45,254,2,6,0.836987
PSMC3	PSMC4,PSMC3,48,225,5,32,PSMC4,48,255,1,27,0.986021
COPS5	COPS4,COPS5,15,298,0,26,COPS4,12,406,1,36,0.911490
COPS5	COPS5,COPS5,29,235,1,26,COPS5,29,235,1,26,0.991175
AZIN1	OAZ1,AZIN1,30,389,1,17,OAZ1,31,95,0,5,0.948371
RANBP2	UBE2I,RANBP2,31,61,0,2,UBE2I,37,157,2,11,0.946583
WAS	RHOJ,WAS,30,59,2,36,RHOJ,30,178,2,16,0.999736
ANAPC1	CDC23,ANAPC1,38,1569,0,6,CDC23,35,524,6,26,0.000746
AGT	ANPEP,AGT,6,6,0,31,ANPEP,26,903,2,17,0.507426
PPIE	PPIE,PPIE,14,173,1,21,PPIE,14,173,1,21,0.864273
GAD2	GAD2,GAD2,142,483,1,7,GAD2,142,483,1,7,0.947794
AP1G1	AP1S2,AP1G1,73,590,0,25,AP1S2,61,148,3,9,0.960234
AP1G1	AP1S1,AP1G1,78,587,0,25,AP1S1,66,147,6,14,0.804368
PSMA4	PSMB3,PSMA4,13,250,0,17,PSMB3,9,204,2,10,0.378821
PSMA4	PSMA6,PSMA4,38,250,5,17,PSMA6,35,236,5,18,0.029433
EEF1B2	EEF1A2,EEF1B2,42,88,4,26,EEF1A2,50,442,5,45,0.888373
GNAO1	PDE6G,GNAO1,16,317,1,19,PDE6G,17,38,0,4,0.893969
RAB7A	RAB4B,RAB7A,19,167,3,8,RAB4B,22,163,0,11,0.426122
MSL1	MORF4L1,MSL1,18,44,0,5,MORF4L1,28,159,4,23,0.906910
CBX3	CBX3,CBX3,12,59,1,15,CBX3,12,59,1,15,0.990562
CD8A	LCK,CD8A,7,19,1,25,LCK,7,29,1,14,0.999975
CTSA	CTSA,CTSA,48,415,1,16,CTSA,48,415,1,16,0.898481
GRB2	ARHGAP9,GRB2,10,45,3,23,ARHGAP9,8,39,0,20,0.997495
RAF1	YWHAZ,RAF1,6,14,0,26,YWHAZ,20,222,3,18,0.876781
ALPP	ALPP,ALPP,110,481,5,30,ALPP,110,481,5,30,0.906862
MAPK14	DUSP16,MAPK14,20,339,1,22,DUSP16,18,141,0,50,0.997363
RET	PLCG1,RET,22,307,0,14,PLCG1,27,226,1,22,0.968936
MAPK14	DUSP10,MAPK14,21,339,1,22,DUSP10,17,140,1,24,0.889198
RAB4A	GDI2,RAB4A,24,165,3,17,GDI2,26,426,0,19,0.597188
RAB4A	GDI1,RAB4A,26,165,3,17,GDI1,24,426,1,29,0.553021
NDC80	NUF2,NDC80,87,246,3,31,NUF2,84,219,3,19,0.999981
RAF1	YWHAG,RAF1,10,34,10,26,YWHAG,21,234,1,16,0.006937
RAF1	YWHAH,RAF1,22,34,0,26,YWHAH,39,233,3,11,0.995220
TAB1	TAB1,TAB1,13,293,2,42,TAB1,13,293,2,42,0.514888
DYNC1I1	DYNLL1,DYNC1I1,11,27,0,5,DYNLL1,20,85,1,6,0.971690
RAF1	YWHAQ,RAF1,13,34,11,26,YWHAQ,23,230,2,14,0.001832
DNMT3B	DNMT3L,DNMT3B,18,436,0,6,DNMT3L,24,202,1,4,0.493877
USP14	RPS27A,USP14,51,355,6,27,RPS27A,31,76,0,1,0.446953
SNAP29	STX17,SNAP29,31,78,1,7,STX17,34,58,0,13,0.999998
RAF1	YWHAB,RAF1,14,34,11,26,YWHAB,27,230,4,13,0.000440
RAF1	YWHAE,RAF1,9,34,10,26,YWHAE,18,231,0,3,0.000387
AZIN1	OAZ3,AZIN1,49,371,5,17,OAZ3,47,104,0,15,0.803698
AZIN1	OAZ2,AZIN1,44,388,4,17,OAZ2,43,125,2,5,0.156247
YAP1	TEAD4,YAP1,24,36,0,3,TEAD4,32,217,2,45,0.999911
LIF	LIF,LIF,33,180,2,7,LIF,33,180,2,7,0.245905
TERF1	TINF2,TERF1,30,202,0,4,TINF2,13,13,1,28,0.999208
YAP1	TEAD2,YAP1,32,47,0,3,TEAD2,42,227,1,5,0.919418
TFPI	PRSS3,TFPI,15,55,1,7,PRSS3,31,224,5,30,0.586134
UBE2I	UBA2,UBE2I,17,158,0,11,UBA2,21,106,1,9,0.955322
NCK1	ABL2,NCK1,18,168,1,24,ABL2,20,153,0,5,0.974108
LILRA2	LILRA2,LILRA2,104,193,2,14,LILRA2,104,193,2,14,0.999998
SH2B2	SH2B2,SH2B2,40,62,1,21,SH2B2,40,62,1,21,1.000000
IL20	IL20RA,IL20,20,153,6,13,IL20RA,21,204,0,42,0.615984
JUP	TCF7L2,JUP,62,512,1,27,TCF7L2,33,38,0,7,0.998415
CDKN1A	CCNA1,CDKN1A,21,67,3,39,CCNA1,28,257,0,9,0.982681
ATP5B	ATP5A1,ATP5B,58,477,3,25,ATP5A1,52,501,0,1,0.572353
MEF2A	MEF2A,MEF2A,42,71,2,34,MEF2A,42,71,2,34,1.000000
PLK4	PLK4,PLK4,26,222,6,22,PLK4,26,222,6,22,0.003797
CCL13	CCL13,CCL13,17,65,3,12,CCL13,17,65,3,12,0.627860
MRPL53	MRPS18A,MRPL53,13,84,2,13,MRPS18A,8,146,0,4,0.468157
INS	HLA-DRA,INS,12,13,0,3,HLA-DRA,21,179,4,41,0.957846
RAB5A	RABGEF1,RAB5A,28,153,3,13,RABGEF1,31,303,0,12,0.644939
SMAD7	NEDD4L,SMAD7,12,15,4,17,NEDD4L,14,34,0,2,0.999058
IL2RB	IL2,IL2RB,18,196,2,9,IL2,14,120,2,13,0.177522
PDGFRB	PLCG1,PDGFRB,10,12,1,19,PLCG1,21,105,0,22,0.999997
AKT2	GSK3B,AKT2,27,317,5,52,GSK3B,10,10,0,13,0.872301
ANAPC4	ANAPC2,ANAPC4,19,723,2,17,ANAPC2,19,604,0,6,0.139820
GEMIN2	SNRPE,GEMIN2,15,188,0,11,SNRPE,18,77,3,13,0.589112
GEMIN2	SNRPF,GEMIN2,14,188,1,11,SNRPF,18,74,0,2,0.816116
TNNI3	TNNC1,TNNI3,46,126,0,2,TNNC1,65,155,1,13,0.999468
RAD51	DMC1,RAD51,32,253,3,24,DMC1,26,255,0,5,0.658691
HSP90AA1	CDC37,HSP90AA1,20,210,1,44,CDC37,16,129,0,25,0.999568
EGFR	CBLB,EGFR,8,11,0,7,CBLB,23,310,4,44,0.738418
SNAP23	SNAP23,SNAP23,29,54,1,13,SNAP23,29,54,1,13,1.000000
PLCG1	FGFR2,PLCG1,14,113,0,22,FGFR2,8,302,1,2,0.729438
EPHA2	PTK2,EPHA2,23,290,3,21,PTK2,21,265,0,23,0.688397
TRIM50	UBE2E3,TRIM50,12,41,1,25,UBE2E3,11,137,1,15,0.972613
DMD	DAG1,DMD,18,260,0,10,DAG1,10,13,2,17,0.780031
TRIM50	UBE2E2,TRIM50,13,41,1,25,UBE2E2,10,137,0,9,0.990943
HRAS	RAPGEF2,HRAS,34,158,47,83,RAPGEF2,37,184,0,0,0.000000
HGS	STAM2,HGS,38,98,0,3,STAM2,39,77,1,8,0.998301
TRBC1	HLA-DRA,TRBC1,13,241,0,0,HLA-DRA,10,180,1,41,0.900083
HLA-A	CTNNB1,HLA-A,29,275,3,8,CTNNB1,8,8,1,9,0.173551
RPS9	RPS24,RPS9,5,179,0,11,RPS24,5,125,2,12,0.174190
MCM2	H3F3A,MCM2,20,57,0,44,H3F3A,19,77,1,14,1.000000
KLRC1	PTPN6,KLRC1,11,15,2,12,PTPN6,22,118,0,7,0.967763
TRIM50	UBE2D4,TRIM50,13,41,3,25,UBE2D4,13,137,0,6,0.851009
GNAI1	RGS17,GNAI1,21,317,2,29,RGS17,24,123,8,27,0.056052
HCK	FLT1,HCK,13,266,2,26,FLT1,16,341,0,2,0.389363
HIST1H2BB	HIST2H4B,HIST1H2BB,11,93,1,19,HIST2H4B,13,84,0,0,0.937245
RARB	RXRB,RARB,30,245,0,24,RXRB,37,235,1,29,0.999654
STAT3	STAT2,STAT3,31,580,2,9,STAT2,32,562,0,2,0.120267
STAT3	STAT3,STAT3,37,580,2,9,STAT3,37,580,2,9,0.024621
THRSP	THRSP,THRSP,62,138,4,10,THRSP,62,138,4,10,0.745899
STAT3	STAT1,STAT3,45,685,0,9,STAT1,42,682,5,30,0.099741
ACOT7	ACOT7,ACOT7,19,157,1,26,ACOT7,19,157,1,26,0.990032
ANAPC11	ANAPC2,ANAPC11,25,84,2,4,ANAPC2,50,604,1,6,0.086549
TP53	BCL2L1,TP53,28,195,26,310,BCL2L1,26,144,0,16,0.999993
MRPL18	MRPL27,MRPL18,25,133,0,11,MRPL27,30,107,1,5,0.984463
